Jurisdiction of Occurrence,MMWR Year,MMWR Week,"covid19_u071_underlying"
Wyoming,2020,29,
Wyoming,2020,30,
Wyoming,2020,31,0
Wyoming,2020,32,
Wyoming,2020,33,
Wyoming,2020,34,
Wyoming,2020,35,0
Wyoming,2020,36,
Wyoming,2020,37,
Wyoming,2020,38,
Wyoming,2020,39,
Wyoming,2020,40,
Wyoming,2020,41,
Wyoming,2020,42,10
Wyoming,2020,43,17
Wyoming,2020,44,25
Wyoming,2020,45,39
Wyoming,2020,46,32
Wyoming,2020,47,34
Wyoming,2020,48,36
Wyoming,2020,49,38
Wyoming,2020,50,40
Wyoming,2020,51,39
Wyoming,2020,52,33
Wyoming,2020,53,20
Wyoming,2021,1,29
Wyoming,2021,2,20
Wyoming,2021,3,22
Wyoming,2021,4,12
Wyoming,2021,5,13
Wyoming,2021,6,14
Wyoming,2021,7,
Wyoming,2021,8,
Wyoming,2021,9,
Wyoming,2021,10,
Wyoming,2021,11,
Wyoming,2021,12,
Wyoming,2021,13,
Wyoming,2021,14,0
Wyoming,2021,15,
Wyoming,2021,16,
Wyoming,2021,17,0
Wyoming,2021,18,
Wyoming,2021,19,
Wyoming,2021,20,
Wyoming,2021,21,
Wyoming,2021,22,
Wyoming,2021,23,
Wyoming,2021,24,
Wyoming,2021,25,
Wyoming,2021,26,
Wyoming,2021,27,
Wyoming,2021,28,
Wyoming,2021,29,13
Wyoming,2021,30,10
Wyoming,2021,31,12
Wyoming,2021,32,15
Wyoming,2021,33,14
Wyoming,2021,34,27
Wyoming,2021,35,30
Wyoming,2021,36,25
Wyoming,2021,37,37
Wyoming,2021,38,41
Wyoming,2021,39,47
Wyoming,2021,40,44
Wyoming,2021,41,34
Wyoming,2021,42,42
Wyoming,2021,43,46
Wyoming,2021,44,46
Wyoming,2021,45,32
Wyoming,2021,46,36
Wyoming,2021,47,29
Wyoming,2021,48,18
Wyoming,2021,49,23
Wyoming,2021,50,17
Wyoming,2021,51,19
Wyoming,2021,52,12
Wyoming,2022,1,16
Wyoming,2022,2,12
Wyoming,2022,3,10
Wyoming,2022,4,21
Wyoming,2022,5,20
Wyoming,2022,6,24
Wyoming,2022,7,11
Wyoming,2022,8,13
Wyoming,2022,9,11
Wyoming,2022,10,
Wyoming,2022,11,
Wyoming,2022,12,
Puerto Rico,2020,1,0
Puerto Rico,2020,2,0
Puerto Rico,2020,3,0
Puerto Rico,2020,4,0
Puerto Rico,2020,5,0
Puerto Rico,2020,6,0
Puerto Rico,2020,7,0
Puerto Rico,2020,8,0
Puerto Rico,2020,9,0
Puerto Rico,2020,10,0
Puerto Rico,2020,11,0
Puerto Rico,2020,12,
Puerto Rico,2020,13,
Puerto Rico,2020,14,17
Puerto Rico,2020,15,19
Puerto Rico,2020,16,12
Puerto Rico,2020,17,13
Puerto Rico,2020,18,12
Puerto Rico,2020,19,
Puerto Rico,2020,20,
Puerto Rico,2020,21,
Puerto Rico,2020,22,
Puerto Rico,2020,23,
Puerto Rico,2020,24,
Puerto Rico,2020,25,
Puerto Rico,2020,26,
Puerto Rico,2020,27,
Puerto Rico,2020,28,11
Puerto Rico,2020,29,11
Puerto Rico,2020,30,23
Puerto Rico,2020,31,35
Puerto Rico,2020,32,40
Puerto Rico,2020,33,60
Puerto Rico,2020,34,46
Puerto Rico,2020,35,21
Puerto Rico,2020,36,36
Puerto Rico,2020,37,65
Puerto Rico,2020,38,39
Puerto Rico,2020,39,43
Puerto Rico,2020,40,46
Puerto Rico,2020,41,32
Puerto Rico,2020,42,34
Puerto Rico,2020,43,34
Puerto Rico,2020,44,31
Puerto Rico,2020,45,45
Puerto Rico,2020,46,58
Puerto Rico,2020,47,77
Puerto Rico,2020,48,97
Puerto Rico,2020,49,89
Puerto Rico,2020,50,100
Puerto Rico,2020,51,96
Puerto Rico,2020,52,71
Puerto Rico,2020,53,60
Puerto Rico,2021,1,71
Puerto Rico,2021,2,50
Puerto Rico,2021,3,40
Puerto Rico,2021,4,45
Puerto Rico,2021,5,41
Puerto Rico,2021,6,26
Puerto Rico,2021,7,25
Puerto Rico,2021,8,24
Puerto Rico,2021,9,14
Puerto Rico,2021,10,11
Puerto Rico,2021,11,18
Puerto Rico,2021,12,11
Puerto Rico,2021,13,20
Puerto Rico,2021,14,23
Puerto Rico,2021,15,52
Puerto Rico,2021,16,52
Puerto Rico,2021,17,50
Puerto Rico,2021,18,49
Puerto Rico,2021,19,50
Puerto Rico,2021,20,33
Puerto Rico,2021,21,21
Puerto Rico,2021,22,17
Puerto Rico,2021,23,
Puerto Rico,2021,24,
Puerto Rico,2021,25,
Puerto Rico,2021,26,
Puerto Rico,2021,27,
Puerto Rico,2021,28,
Puerto Rico,2021,29,
Puerto Rico,2021,30,13
Puerto Rico,2021,31,30
Puerto Rico,2021,32,55
Puerto Rico,2021,33,82
Puerto Rico,2021,34,80
Puerto Rico,2021,35,79
Puerto Rico,2021,36,84
Puerto Rico,2021,37,62
Puerto Rico,2021,38,48
Puerto Rico,2021,39,24
Puerto Rico,2021,40,22
Puerto Rico,2021,41,13
Puerto Rico,2021,42,16
Puerto Rico,2021,43,10
Puerto Rico,2021,44,
Puerto Rico,2021,45,
Puerto Rico,2021,46,
Puerto Rico,2021,47,
Puerto Rico,2021,48,
Puerto Rico,2021,49,
Puerto Rico,2021,50,
Puerto Rico,2021,51,
Puerto Rico,2021,52,17
Puerto Rico,2022,1,0
Puerto Rico,2022,2,0
Puerto Rico,2022,3,0
Puerto Rico,2022,4,0
Puerto Rico,2022,5,0
Puerto Rico,2022,6,0
Puerto Rico,2022,7,0
Puerto Rico,2022,8,0
Puerto Rico,2022,9,0
Puerto Rico,2022,10,0
Puerto Rico,2022,11,0
Puerto Rico,2022,12,0
