Jurisdiction of Occurrence,MMWR Year,MMWR Week,covid19_u071_multi,covid19_u071_underlying
Massachusetts,2020,9,0,0
Massachusetts,2020,10,,
Massachusetts,2020,11,0,0
Massachusetts,2020,12,,
Massachusetts,2020,13,49,47
Massachusetts,2020,14,230,219
Massachusetts,2020,15,647,617
Massachusetts,2020,16,1111,1061
Massachusetts,2020,17,1237,1191
Massachusetts,2020,18,1122,1068
Massachusetts,2020,19,942,903
Massachusetts,2020,20,789,743
Massachusetts,2020,21,531,488
Massachusetts,2020,22,392,358
Massachusetts,2020,23,245,215
Massachusetts,2020,24,182,156
Massachusetts,2020,25,131,110
Massachusetts,2020,26,97,74
Massachusetts,2020,27,67,51
Massachusetts,2020,28,58,42
Massachusetts,2020,29,35,26
Massachusetts,2020,30,36,26
Massachusetts,2020,31,32,23
Massachusetts,2020,32,28,18
Massachusetts,2020,33,21,18
Massachusetts,2020,34,33,23
Massachusetts,2020,35,24,14
Massachusetts,2020,36,19,12
Massachusetts,2020,37,22,13
Massachusetts,2020,38,27,21
Massachusetts,2020,39,23,16
Massachusetts,2020,40,27,20
Massachusetts,2020,41,28,23
Massachusetts,2020,42,46,39
Massachusetts,2020,43,58,51
Massachusetts,2020,44,54,45
Massachusetts,2020,45,80,69
Massachusetts,2020,46,91,78
Massachusetts,2020,47,116,101
Massachusetts,2020,48,153,134
Massachusetts,2020,49,214,190
Massachusetts,2020,50,257,230
Massachusetts,2020,51,291,271
Massachusetts,2020,52,360,327
Massachusetts,2020,53,384,350
Massachusetts,2021,1,390,359
Massachusetts,2021,2,396,357
Massachusetts,2021,3,394,348
Massachusetts,2021,4,369,347
Massachusetts,2021,5,295,258
Massachusetts,2021,6,206,186
Massachusetts,2021,7,183,157
Massachusetts,2021,8,163,136
Massachusetts,2021,9,112,93
Massachusetts,2021,10,92,75
Massachusetts,2021,11,88,72
Massachusetts,2021,12,78,65
Massachusetts,2021,13,78,65
Massachusetts,2021,14,60,52
Massachusetts,2021,15,60,52
Massachusetts,2021,16,59,45
Massachusetts,2021,17,65,60
Massachusetts,2021,18,55,45
Massachusetts,2021,19,51,46
Massachusetts,2021,20,50,47
Massachusetts,2021,21,32,26
Massachusetts,2021,22,26,25
Massachusetts,2021,23,23,19
Massachusetts,2021,24,18,12
Massachusetts,2021,25,,
Massachusetts,2021,26,16,12
Massachusetts,2021,27,,
Massachusetts,2021,28,13,11
Massachusetts,2021,29,25,19
Massachusetts,2021,30,17,14
Massachusetts,2021,31,18,16
Massachusetts,2021,32,38,30
Massachusetts,2021,33,34,32
Massachusetts,2021,34,45,43
Massachusetts,2021,35,63,57
Massachusetts,2021,36,73,67
Massachusetts,2021,37,69,64
Massachusetts,2021,38,69,63
Michigan,2020,1,0,0
Michigan,2020,2,0,0
Michigan,2020,3,0,0
Michigan,2020,4,0,0
Michigan,2020,5,0,0
Michigan,2020,6,0,0
Michigan,2020,7,,0
Michigan,2020,8,0,0
Michigan,2020,9,,
Michigan,2020,10,0,0
Michigan,2020,11,,0
Michigan,2020,12,22,18
Michigan,2020,13,235,226
Michigan,2020,14,683,658
Michigan,2020,15,973,926
Michigan,2020,16,977,930
Michigan,2020,17,781,732
Michigan,2020,18,595,556
Michigan,2020,19,449,413
Michigan,2020,20,290,262
Michigan,2020,21,231,206
Michigan,2020,22,172,149
Michigan,2020,23,117,107
Michigan,2020,24,77,66
Michigan,2020,25,58,49
Michigan,2020,26,48,36
Michigan,2020,27,42,32
Michigan,2020,28,42,33
Michigan,2020,29,36,26
Michigan,2020,30,36,24
Michigan,2020,31,56,47
Michigan,2020,32,45,37
Michigan,2020,33,60,51
Michigan,2020,34,57,46
Michigan,2020,35,61,53
Michigan,2020,36,54,48
Michigan,2020,37,40,30
Michigan,2020,38,56,49
Michigan,2020,39,52,47
Michigan,2020,40,77,69
Michigan,2020,41,86,72
Michigan,2020,42,126,116
Michigan,2020,43,164,148
Michigan,2020,44,169,150
Michigan,2020,45,284,258
Michigan,2020,46,394,358
Michigan,2020,47,569,507
Michigan,2020,48,662,595
Michigan,2020,49,776,695
Michigan,2020,50,825,759
Michigan,2020,51,781,704
Michigan,2020,52,646,579
Michigan,2020,53,537,482
Michigan,2021,1,485,435
Michigan,2021,2,419,364
Michigan,2021,3,360,319
Michigan,2021,4,269,240
Michigan,2021,5,271,224
Michigan,2021,6,175,134
Michigan,2021,7,146,125
Michigan,2021,8,115,90
Michigan,2021,9,96,77
Michigan,2021,10,92,74
Michigan,2021,11,117,90
Michigan,2021,12,169,149
Michigan,2021,13,235,202
Michigan,2021,14,321,283
Michigan,2021,15,419,370
Michigan,2021,16,492,453
Michigan,2021,17,436,394
Michigan,2021,18,389,357
Michigan,2021,19,342,313
Michigan,2021,20,271,240
Michigan,2021,21,189,164
Michigan,2021,22,152,130
Michigan,2021,23,108,94
Michigan,2021,24,81,68
Michigan,2021,25,53,41
Michigan,2021,26,33,20
Michigan,2021,27,29,18
Michigan,2021,28,19,13
Michigan,2021,29,33,29
Michigan,2021,30,33,24
Michigan,2021,31,43,34
Michigan,2021,32,83,66
Michigan,2021,33,109,99
Michigan,2021,34,107,98
Michigan,2021,35,148,132
Michigan,2021,36,158,143
Michigan,2021,37,181,158
Michigan,2021,38,130,121
Minnesota,2020,1,0,0
Minnesota,2020,2,0,0
Minnesota,2020,3,0,0
Minnesota,2020,4,0,0
Minnesota,2020,5,0,0
Minnesota,2020,6,0,0
Minnesota,2020,7,0,0
Minnesota,2020,8,0,0
Minnesota,2020,9,0,0
Minnesota,2020,10,0,0
Minnesota,2020,11,0,0
Minnesota,2020,12,,
Minnesota,2020,13,12,11
Minnesota,2020,14,25,23
Minnesota,2020,15,45,45
Minnesota,2020,16,80,77
Minnesota,2020,17,148,138
Minnesota,2020,18,157,146
Minnesota,2020,19,169,154
Minnesota,2020,20,142,135
Minnesota,2020,21,166,157
Minnesota,2020,22,156,142
Minnesota,2020,23,152,136
Minnesota,2020,24,90,79
Minnesota,2020,25,68,54
Minnesota,2020,26,54,37
Minnesota,2020,27,44,34
Minnesota,2020,28,32,27
Minnesota,2020,29,38,32
Minnesota,2020,30,34,26
Minnesota,2020,31,36,29
Minnesota,2020,32,46,41
Minnesota,2020,33,51,41
Minnesota,2020,34,59,50
Minnesota,2020,35,41,28
Minnesota,2020,36,51,41
Minnesota,2020,37,57,46
Minnesota,2020,38,47,37
Minnesota,2020,39,57,46
Minnesota,2020,40,73,59
Minnesota,2020,41,85,72
Minnesota,2020,42,100,89
Minnesota,2020,43,124,111
Minnesota,2020,44,156,136
Minnesota,2020,45,218,185
Minnesota,2020,46,282,250
Minnesota,2020,47,407,370
Minnesota,2020,48,444,392
Minnesota,2020,49,471,416
Minnesota,2020,50,482,422
Minnesota,2020,51,407,355
Minnesota,2020,52,328,273
Minnesota,2020,53,281,234
Minnesota,2021,1,239,192
Minnesota,2021,2,215,174
Minnesota,2021,3,133,102
Minnesota,2021,4,121,93
Minnesota,2021,5,99,74
Minnesota,2021,6,93,72
Minnesota,2021,7,65,45
Minnesota,2021,8,48,29
Minnesota,2021,9,55,41
Minnesota,2021,10,59,34
Minnesota,2021,11,40,30
Minnesota,2021,12,36,22
Minnesota,2021,13,50,35
Minnesota,2021,14,61,46
Minnesota,2021,15,66,48
Minnesota,2021,16,65,54
Minnesota,2021,17,79,66
Minnesota,2021,18,62,55
Minnesota,2021,19,69,55
Minnesota,2021,20,48,35
Minnesota,2021,21,38,32
Minnesota,2021,22,31,25
Minnesota,2021,23,35,29
Minnesota,2021,24,26,15
Minnesota,2021,25,20,16
Minnesota,2021,26,12,
Minnesota,2021,27,13,
Minnesota,2021,28,14,
Minnesota,2021,29,10,
Minnesota,2021,30,20,16
Minnesota,2021,31,22,19
Minnesota,2021,32,29,24
Minnesota,2021,33,32,29
Minnesota,2021,34,52,45
Minnesota,2021,35,58,50
Minnesota,2021,36,58,54
Minnesota,2021,37,81,69
Minnesota,2021,38,84,77
Mississippi,2020,1,0,0
Mississippi,2020,2,0,0
Mississippi,2020,3,0,0
Mississippi,2020,4,0,0
Mississippi,2020,5,0,0
Mississippi,2020,6,0,0
Mississippi,2020,7,0,0
Mississippi,2020,8,0,0
Mississippi,2020,9,0,0
Mississippi,2020,10,0,0
Mississippi,2020,11,0,0
Mississippi,2020,12,,
Mississippi,2020,13,15,15
Mississippi,2020,14,53,51
Mississippi,2020,15,66,62
Mississippi,2020,16,67,60
Mississippi,2020,17,67,62
Mississippi,2020,18,100,92
Mississippi,2020,19,87,77
Mississippi,2020,20,108,98
Mississippi,2020,21,102,94
Mississippi,2020,22,108,96
Mississippi,2020,23,89,79
Mississippi,2020,24,69,65
Mississippi,2020,25,76,68
Mississippi,2020,26,69,57
Mississippi,2020,27,91,79
Mississippi,2020,28,123,112
Mississippi,2020,29,129,119
Mississippi,2020,30,165,151
Mississippi,2020,31,228,210
Mississippi,2020,32,203,180
Mississippi,2020,33,196,175
Mississippi,2020,34,189,170
Mississippi,2020,35,159,137
Mississippi,2020,36,115,98
Mississippi,2020,37,109,92
Mississippi,2020,38,105,93
Mississippi,2020,39,103,90
Mississippi,2020,40,89,77
Mississippi,2020,41,75,67
Mississippi,2020,42,78,63
Mississippi,2020,43,90,77
Mississippi,2020,44,93,75
Mississippi,2020,45,110,95
Mississippi,2020,46,120,99
Mississippi,2020,47,140,123
Mississippi,2020,48,162,137
Mississippi,2020,49,203,176
Mississippi,2020,50,265,235
Mississippi,2020,51,238,210
Mississippi,2020,52,252,236
Mississippi,2020,53,298,256
Mississippi,2021,1,342,295
Mississippi,2021,2,329,297
Mississippi,2021,3,307,265
Mississippi,2021,4,232,194
Mississippi,2021,5,225,192
Mississippi,2021,6,148,126
Mississippi,2021,7,112,91
Mississippi,2021,8,114,99
Mississippi,2021,9,86,64
Mississippi,2021,10,63,48
Mississippi,2021,11,57,45
Mississippi,2021,12,46,31
Mississippi,2021,13,51,39
Mississippi,2021,14,49,35
Mississippi,2021,15,32,25
Mississippi,2021,16,39,26
Mississippi,2021,17,36,24
Mississippi,2021,18,26,21
Mississippi,2021,19,36,31
Mississippi,2021,20,37,28
Mississippi,2021,21,47,30
Mississippi,2021,22,30,25
Mississippi,2021,23,23,16
Mississippi,2021,24,25,18
Mississippi,2021,25,19,12
Mississippi,2021,26,18,
Mississippi,2021,27,21,16
Mississippi,2021,28,46,33
Mississippi,2021,29,61,57
Mississippi,2021,30,92,84
Mississippi,2021,31,177,163
Mississippi,2021,32,222,208
Mississippi,2021,33,313,285
Mississippi,2021,34,319,301
Mississippi,2021,35,297,274
Mississippi,2021,36,272,254
Mississippi,2021,37,208,185
Mississippi,2021,38,136,120
Missouri,2020,1,0,0
Missouri,2020,2,0,0
Missouri,2020,3,0,0
Missouri,2020,4,0,0
Missouri,2020,5,0,0
Missouri,2020,6,0,0
Missouri,2020,7,0,0
Missouri,2020,8,0,0
Missouri,2020,9,0,0
Missouri,2020,10,0,0
Missouri,2020,11,0,0
Missouri,2020,12,,
Missouri,2020,13,18,18
Missouri,2020,14,57,53
Missouri,2020,15,99,97
Missouri,2020,16,94,92
Missouri,2020,17,134,130
Missouri,2020,18,123,117
Missouri,2020,19,126,118
Missouri,2020,20,93,86
Missouri,2020,21,80,72
Missouri,2020,22,59,53
Missouri,2020,23,55,52
Missouri,2020,24,46,43
Missouri,2020,25,45,36
Missouri,2020,26,43,36
Missouri,2020,27,42,35
Missouri,2020,28,43,38
Missouri,2020,29,49,45
Missouri,2020,30,89,76
Missouri,2020,31,79,65
Missouri,2020,32,99,89
Missouri,2020,33,108,99
Missouri,2020,34,102,88
Missouri,2020,35,129,115
Missouri,2020,36,113,108
Missouri,2020,37,155,139
Missouri,2020,38,135,125
Missouri,2020,39,184,157
Missouri,2020,40,242,223
Missouri,2020,41,231,216
Missouri,2020,42,215,202
Missouri,2020,43,257,227
Missouri,2020,44,308,279
Missouri,2020,45,379,339
Missouri,2020,46,453,404
Missouri,2020,47,495,451
Missouri,2020,48,590,547
Missouri,2020,49,572,531
Missouri,2020,50,583,537
Missouri,2020,51,513,471
Missouri,2020,52,492,450
Missouri,2020,53,464,411
Missouri,2021,1,450,405
Missouri,2021,2,434,397
Missouri,2021,3,386,341
Missouri,2021,4,301,273
Missouri,2021,5,211,177
Missouri,2021,6,184,162
Missouri,2021,7,139,124
Missouri,2021,8,109,82
Missouri,2021,9,90,76
Missouri,2021,10,69,61
Missouri,2021,11,61,51
Missouri,2021,12,77,65
Missouri,2021,13,62,58
Missouri,2021,14,47,39
Missouri,2021,15,47,40
Missouri,2021,16,49,42
Missouri,2021,17,64,53
Missouri,2021,18,47,37
Missouri,2021,19,53,42
Missouri,2021,20,45,40
Missouri,2021,21,32,27
Missouri,2021,22,41,38
Missouri,2021,23,64,54
Missouri,2021,24,58,55
Missouri,2021,25,87,80
Missouri,2021,26,83,75
Missouri,2021,27,104,93
Missouri,2021,28,167,159
Missouri,2021,29,196,183
Missouri,2021,30,222,216
Missouri,2021,31,306,294
Missouri,2021,32,303,287
Missouri,2021,33,296,280
Missouri,2021,34,315,299
Missouri,2021,35,264,243
Missouri,2021,36,207,198
Missouri,2021,37,207,196
Missouri,2021,38,123,116
Montana,2020,1,0,0
Montana,2020,2,0,0
Montana,2020,3,0,0
Montana,2020,4,0,0
Montana,2020,5,0,0
Montana,2020,6,0,0
Montana,2020,7,0,0
Montana,2020,8,0,0
Montana,2020,9,0,0
Montana,2020,10,0,0
Montana,2020,11,0,0
Montana,2020,12,0,0
Montana,2020,13,,
Montana,2020,14,,
Montana,2020,15,0,0
Montana,2020,16,,
Montana,2020,17,,
Montana,2020,18,,
Montana,2020,19,0,0
Montana,2020,20,0,0
Montana,2020,21,0,0
Montana,2020,22,,
Montana,2020,23,,
Montana,2020,24,,
Montana,2020,25,,
Montana,2020,26,,
Montana,2020,27,,
Montana,2020,28,,
Montana,2020,29,,
Montana,2020,30,12,11
Montana,2020,31,16,15
Montana,2020,32,15,14
Montana,2020,33,,
Montana,2020,34,12,
Montana,2020,35,12,10
Montana,2020,36,19,18
Montana,2020,37,25,22
Montana,2020,38,15,12
Montana,2020,39,20,19
Montana,2020,40,32,26
Montana,2020,41,46,40
Montana,2020,42,51,47
Montana,2020,43,78,71
Montana,2020,44,89,79
Montana,2020,45,79,72
Montana,2020,46,91,74
Montana,2020,47,119,108
Montana,2020,48,94,85
Montana,2020,49,104,93
Montana,2020,50,94,81
Montana,2020,51,75,66
Montana,2020,52,83,75
Montana,2020,53,52,46
Montana,2021,1,52,48
Montana,2021,2,45,38
Montana,2021,3,40,33
Montana,2021,4,28,22
Montana,2021,5,22,20
Montana,2021,6,16,14
Montana,2021,7,24,18
Montana,2021,8,14,12
Montana,2021,9,18,16
Montana,2021,10,12,
Montana,2021,11,15,14
Montana,2021,12,12,10
Montana,2021,13,,
Montana,2021,14,,
Montana,2021,15,10,
Montana,2021,16,,
Montana,2021,17,,
Montana,2021,18,,0
Montana,2021,19,10,
Montana,2021,20,,
Montana,2021,21,,
Montana,2021,22,,
Montana,2021,23,15,11
Montana,2021,24,,
Montana,2021,25,,
Montana,2021,26,11,
Montana,2021,27,10,
Montana,2021,28,,
Montana,2021,29,13,11
Montana,2021,30,17,13
Montana,2021,31,12,11
Montana,2021,32,27,25
Montana,2021,33,46,43
Montana,2021,34,46,43
Montana,2021,35,41,35
Montana,2021,36,61,55
Montana,2021,37,48,45
Montana,2021,38,39,39
Nebraska,2020,1,0,0
Nebraska,2020,2,0,0
Nebraska,2020,3,0,0
Nebraska,2020,4,0,0
Nebraska,2020,5,0,0
Nebraska,2020,6,0,0
Nebraska,2020,7,0,0
Nebraska,2020,8,0,0
Nebraska,2020,9,0,0
Nebraska,2020,10,0,0
Nebraska,2020,11,0,0
Nebraska,2020,12,0,0
Nebraska,2020,13,,
Nebraska,2020,14,,
Nebraska,2020,15,11,11
Nebraska,2020,16,16,16
Nebraska,2020,17,30,29
Nebraska,2020,18,20,20
Nebraska,2020,19,21,20
Nebraska,2020,20,30,26
Nebraska,2020,21,32,32
Nebraska,2020,22,22,21
Nebraska,2020,23,19,16
Nebraska,2020,24,27,24
Nebraska,2020,25,24,23
Nebraska,2020,26,19,17
Nebraska,2020,27,12,11
Nebraska,2020,28,10,10
Nebraska,2020,29,,
Nebraska,2020,30,14,11
Nebraska,2020,31,13,11
Nebraska,2020,32,24,23
Nebraska,2020,33,23,20
Nebraska,2020,34,27,25
Nebraska,2020,35,13,11
Nebraska,2020,36,35,33
Nebraska,2020,37,25,22
Nebraska,2020,38,24,20
Nebraska,2020,39,26,26
Nebraska,2020,40,41,35
Nebraska,2020,41,52,46
Nebraska,2020,42,51,49
Nebraska,2020,43,75,64
Nebraska,2020,44,80,69
Nebraska,2020,45,133,115
Nebraska,2020,46,181,168
Nebraska,2020,47,200,181
Nebraska,2020,48,230,203
Nebraska,2020,49,201,177
Nebraska,2020,50,164,144
Nebraska,2020,51,121,115
Nebraska,2020,52,117,98
Nebraska,2020,53,99,81
Nebraska,2021,1,96,81
Nebraska,2021,2,84,69
Nebraska,2021,3,73,60
Nebraska,2021,4,58,53
Nebraska,2021,5,43,33
Nebraska,2021,6,33,25
Nebraska,2021,7,33,21
Nebraska,2021,8,17,12
Nebraska,2021,9,24,14
Nebraska,2021,10,20,12
Nebraska,2021,11,15,12
Nebraska,2021,12,15,10
Nebraska,2021,13,,
Nebraska,2021,14,12,
Nebraska,2021,15,15,13
Nebraska,2021,16,18,11
Nebraska,2021,17,21,18
Nebraska,2021,18,17,
Nebraska,2021,19,19,13
Nebraska,2021,20,15,10
Nebraska,2021,21,,
Nebraska,2021,22,,
Nebraska,2021,23,,
Nebraska,2021,24,,
Nebraska,2021,25,,0
Nebraska,2021,26,,
Nebraska,2021,27,,
Nebraska,2021,28,,
Nebraska,2021,29,14,
Nebraska,2021,30,17,16
Nebraska,2021,31,27,17
Nebraska,2021,32,18,18
Nebraska,2021,33,39,32
Nebraska,2021,34,36,32
Nebraska,2021,35,31,30
Nebraska,2021,36,36,35
Nebraska,2021,37,26,24
Nebraska,2021,38,25,23
Nevada,2020,1,0,0
Nevada,2020,2,0,0
Nevada,2020,3,0,0
Nevada,2020,4,0,0
Nevada,2020,5,0,0
Nevada,2020,6,0,0
Nevada,2020,7,0,0
Nevada,2020,8,0,0
Nevada,2020,9,0,0
Nevada,2020,10,0,0
Nevada,2020,11,0,0
Nevada,2020,12,,
Nevada,2020,13,19,19
Nevada,2020,14,43,41
Nevada,2020,15,55,54
Nevada,2020,16,43,41
Nevada,2020,17,62,57
Nevada,2020,18,48,44
Nevada,2020,19,51,48
Nevada,2020,20,34,32
Nevada,2020,21,36,30
Nevada,2020,22,29,28
Nevada,2020,23,21,18
Nevada,2020,24,17,13
Nevada,2020,25,20,17
Nevada,2020,26,23,23
Nevada,2020,27,43,41
Nevada,2020,28,67,64
Nevada,2020,29,87,84
Nevada,2020,30,94,86
Nevada,2020,31,108,101
Nevada,2020,32,131,127
Nevada,2020,33,116,107
Nevada,2020,34,101,97
Nevada,2020,35,80,71
Nevada,2020,36,77,70
Nevada,2020,37,62,55
Nevada,2020,38,51,45
Nevada,2020,39,41,34
Nevada,2020,40,37,32
Nevada,2020,41,42,38
Nevada,2020,42,32,29
Nevada,2020,43,37,36
Nevada,2020,44,53,47
Nevada,2020,45,63,59
Nevada,2020,46,85,80
Nevada,2020,47,138,134
Nevada,2020,48,181,170
Nevada,2020,49,215,203
Nevada,2020,50,288,264
Nevada,2020,51,281,268
Nevada,2020,52,295,280
Nevada,2020,53,288,275
Nevada,2021,1,294,276
Nevada,2021,2,300,286
Nevada,2021,3,255,239
Nevada,2021,4,224,207
Nevada,2021,5,210,202
Nevada,2021,6,175,157
Nevada,2021,7,113,101
Nevada,2021,8,80,73
Nevada,2021,9,58,55
Nevada,2021,10,52,47
Nevada,2021,11,53,43
Nevada,2021,12,39,32
Nevada,2021,13,39,36
Nevada,2021,14,38,35
Nevada,2021,15,33,27
Nevada,2021,16,32,29
Nevada,2021,17,44,42
Nevada,2021,18,36,33
Nevada,2021,19,28,22
Nevada,2021,20,27,25
Nevada,2021,21,16,12
Nevada,2021,22,25,22
Nevada,2021,23,27,22
Nevada,2021,24,29,23
Nevada,2021,25,31,27
Nevada,2021,26,37,35
Nevada,2021,27,49,44
Nevada,2021,28,76,74
Nevada,2021,29,89,87
Nevada,2021,30,132,130
Nevada,2021,31,149,137
Nevada,2021,32,143,141
Nevada,2021,33,178,171
Nevada,2021,34,170,164
Nevada,2021,35,139,133
Nevada,2021,36,164,155
Nevada,2021,37,138,136
Nevada,2021,38,109,106
New Hampshire,2020,1,0,0
New Hampshire,2020,2,0,0
New Hampshire,2020,3,0,0
New Hampshire,2020,4,0,0
New Hampshire,2020,5,0,0
New Hampshire,2020,6,0,0
New Hampshire,2020,7,0,0
New Hampshire,2020,8,0,0
New Hampshire,2020,9,0,0
New Hampshire,2020,10,0,0
New Hampshire,2020,11,0,0
New Hampshire,2020,12,0,0
New Hampshire,2020,13,,
New Hampshire,2020,14,12,11
New Hampshire,2020,15,17,16
New Hampshire,2020,16,16,15
New Hampshire,2020,17,19,15
New Hampshire,2020,18,38,36
New Hampshire,2020,19,44,42
New Hampshire,2020,20,47,42
New Hampshire,2020,21,36,36
New Hampshire,2020,22,41,32
New Hampshire,2020,23,33,29
New Hampshire,2020,24,32,28
New Hampshire,2020,25,13,12
New Hampshire,2020,26,24,24
New Hampshire,2020,27,14,12
New Hampshire,2020,28,,
New Hampshire,2020,29,,
New Hampshire,2020,30,,
New Hampshire,2020,31,,
New Hampshire,2020,32,,
New Hampshire,2020,33,,
New Hampshire,2020,34,,
New Hampshire,2020,35,,0
New Hampshire,2020,36,,
New Hampshire,2020,37,,
New Hampshire,2020,38,,
New Hampshire,2020,39,,
New Hampshire,2020,40,,
New Hampshire,2020,41,16,11
New Hampshire,2020,42,,
New Hampshire,2020,43,11,
New Hampshire,2020,44,,
New Hampshire,2020,45,,
New Hampshire,2020,46,10,
New Hampshire,2020,47,13,11
New Hampshire,2020,48,27,26
New Hampshire,2020,49,46,41
New Hampshire,2020,50,52,48
New Hampshire,2020,51,56,48
New Hampshire,2020,52,85,76
New Hampshire,2020,53,78,73
New Hampshire,2021,1,73,63
New Hampshire,2021,2,81,70
New Hampshire,2021,3,64,56
New Hampshire,2021,4,61,52
New Hampshire,2021,5,38,31
New Hampshire,2021,6,24,21
New Hampshire,2021,7,18,12
New Hampshire,2021,8,14,12
New Hampshire,2021,9,13,11
New Hampshire,2021,10,,
New Hampshire,2021,11,15,14
New Hampshire,2021,12,,
New Hampshire,2021,13,,
New Hampshire,2021,14,,
New Hampshire,2021,15,12,
New Hampshire,2021,16,12,10
New Hampshire,2021,17,,
New Hampshire,2021,18,,
New Hampshire,2021,19,11,10
New Hampshire,2021,20,,
New Hampshire,2021,21,,
New Hampshire,2021,22,,
New Hampshire,2021,23,,
New Hampshire,2021,24,,
New Hampshire,2021,25,,
New Hampshire,2021,26,,
New Hampshire,2021,27,,
New Hampshire,2021,28,,
New Hampshire,2021,29,,
New Hampshire,2021,30,,
New Hampshire,2021,31,0,0
New Hampshire,2021,32,,
New Hampshire,2021,33,,
New Hampshire,2021,34,17,16
New Hampshire,2021,35,12,10
New Hampshire,2021,36,16,12
New Hampshire,2021,37,16,15
New Hampshire,2021,38,11,11
New Jersey,2020,1,0,0
New Jersey,2020,2,0,0
New Jersey,2020,3,0,0
New Jersey,2020,4,0,0
New Jersey,2020,5,0,0
New Jersey,2020,6,0,0
New Jersey,2020,7,0,0
New Jersey,2020,8,0,0
New Jersey,2020,9,0,0
New Jersey,2020,10,0,0
New Jersey,2020,11,,
New Jersey,2020,12,39,36
New Jersey,2020,13,299,284
New Jersey,2020,14,1259,1207
New Jersey,2020,15,2376,2292
New Jersey,2020,16,2518,2415
New Jersey,2020,17,2057,1930
New Jersey,2020,18,1557,1447
New Jersey,2020,19,1125,1012
New Jersey,2020,20,827,742
New Jersey,2020,21,556,488
New Jersey,2020,22,396,348
New Jersey,2020,23,316,256
New Jersey,2020,24,220,184
New Jersey,2020,25,162,127
New Jersey,2020,26,143,109
New Jersey,2020,27,103,78
New Jersey,2020,28,86,60
New Jersey,2020,29,61,40
New Jersey,2020,30,66,50
New Jersey,2020,31,63,48
New Jersey,2020,32,36,27
New Jersey,2020,33,45,33
New Jersey,2020,34,36,30
New Jersey,2020,35,33,21
New Jersey,2020,36,32,25
New Jersey,2020,37,35,30
New Jersey,2020,38,35,27
New Jersey,2020,39,31,27
New Jersey,2020,40,34,27
New Jersey,2020,41,54,41
New Jersey,2020,42,58,51
New Jersey,2020,43,72,63
New Jersey,2020,44,82,69
New Jersey,2020,45,92,83
New Jersey,2020,46,181,158
New Jersey,2020,47,229,199
New Jersey,2020,48,312,282
New Jersey,2020,49,454,410
New Jersey,2020,50,493,458
New Jersey,2020,51,531,483
New Jersey,2020,52,560,518
New Jersey,2020,53,649,592
New Jersey,2021,1,549,498
New Jersey,2021,2,603,550
New Jersey,2021,3,565,511
New Jersey,2021,4,522,469
New Jersey,2021,5,469,424
New Jersey,2021,6,370,327
New Jersey,2021,7,326,285
New Jersey,2021,8,301,259
New Jersey,2021,9,230,202
New Jersey,2021,10,228,192
New Jersey,2021,11,244,221
New Jersey,2021,12,234,214
New Jersey,2021,13,231,204
New Jersey,2021,14,268,241
New Jersey,2021,15,258,230
New Jersey,2021,16,233,207
New Jersey,2021,17,200,185
New Jersey,2021,18,169,148
New Jersey,2021,19,137,125
New Jersey,2021,20,86,70
New Jersey,2021,21,88,71
New Jersey,2021,22,49,36
New Jersey,2021,23,20,15
New Jersey,2021,24,47,35
New Jersey,2021,25,25,16
New Jersey,2021,26,34,26
New Jersey,2021,27,27,17
New Jersey,2021,28,31,23
New Jersey,2021,29,28,21
New Jersey,2021,30,30,26
New Jersey,2021,31,38,38
New Jersey,2021,32,74,68
New Jersey,2021,33,87,72
New Jersey,2021,34,102,86
New Jersey,2021,35,118,103
New Jersey,2021,36,122,111
New Jersey,2021,37,126,111
New Jersey,2021,38,119,109
New Mexico,2020,1,0,0
New Mexico,2020,2,0,0
New Mexico,2020,3,0,0
New Mexico,2020,4,0,0
New Mexico,2020,5,0,0
New Mexico,2020,6,0,0
New Mexico,2020,7,0,0
New Mexico,2020,8,0,0
New Mexico,2020,9,0,0
New Mexico,2020,10,0,0
New Mexico,2020,11,0,0
New Mexico,2020,12,0,0
New Mexico,2020,13,,
New Mexico,2020,14,,
New Mexico,2020,15,23,18
New Mexico,2020,16,35,31
New Mexico,2020,17,48,44
New Mexico,2020,18,77,75
New Mexico,2020,19,69,67
New Mexico,2020,20,68,59
New Mexico,2020,21,44,41
New Mexico,2020,22,55,51
New Mexico,2020,23,37,35
New Mexico,2020,24,36,34
New Mexico,2020,25,32,30
New Mexico,2020,26,21,20
New Mexico,2020,27,28,27
New Mexico,2020,28,29,24
New Mexico,2020,29,32,31
New Mexico,2020,30,50,49
New Mexico,2020,31,44,41
New Mexico,2020,32,28,26
New Mexico,2020,33,21,19
New Mexico,2020,34,21,17
New Mexico,2020,35,19,17
New Mexico,2020,36,11,10
New Mexico,2020,37,,
New Mexico,2020,38,10,10
New Mexico,2020,39,12,12
New Mexico,2020,40,17,14
New Mexico,2020,41,15,14
New Mexico,2020,42,21,20
New Mexico,2020,43,51,49
New Mexico,2020,44,76,72
New Mexico,2020,45,133,125
New Mexico,2020,46,185,175
New Mexico,2020,47,189,185
New Mexico,2020,48,211,199
New Mexico,2020,49,256,243
New Mexico,2020,50,280,262
New Mexico,2020,51,243,229
New Mexico,2020,52,198,191
New Mexico,2020,53,190,180
New Mexico,2021,1,191,183
New Mexico,2021,2,178,160
New Mexico,2021,3,151,140
New Mexico,2021,4,110,97
New Mexico,2021,5,111,99
